tr_id,p_id,c_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,tr_date,product_first_sold_date
3203,95,2132,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2017-07-15,2005-05-10
3204,31,1091,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-06-10,2006-11-10
3205,40,2845,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-10-13,2006-02-02
3206,16,1779,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2017-05-07,1992-10-11
3207,23,430,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-08-28,2003-01-05
3208,69,3423,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-04-11,1992-10-02
3209,90,60,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-05-27,2005-05-10
3210,12,1237,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-07-09,2004-07-25
3211,47,991,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-08-05,2006-10-01
3212,61,1469,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2017-07-16,2010-08-20
3213,50,2102,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-12-02,2003-02-16
3214,41,30,TRUE,Approved,Solex,Road,medium,medium,416.98,312.74,2017-04-02,2012-06-04
3215,98,1954,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2017-09-21,2004-01-16
3216,33,2539,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2017-10-15,1992-10-11
3217,70,3184,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2017-09-19,2004-07-25
3218,26,127,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2017-03-03,1993-05-26
3219,19,477,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-08-03,1993-04-20
3220,61,389,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2017-09-08,1992-10-02
3221,0,2058,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-03-19,2005-05-10
3222,40,1095,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-05-26,1991-08-05
3223,13,2610,TRUE,Approved,Solex,Standard,medium,medium,1163.89,589.27,2017-08-05,2016-07-09
3224,92,2049,FALSE,Cancelled,WeareA2B,Touring,medium,large,1890.39,260.14,2017-10-26,1991-01-21
3225,31,3476,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-11-02,2006-11-10
3226,50,3177,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-06-02,2003-02-16
3227,12,333,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-06-18,2016-07-09
3228,95,1503,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2017-01-29,2006-11-10
3229,2,2130,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2017-05-03,2015-04-11
3230,56,2815,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2017-06-02,1997-10-04
3231,53,2263,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2017-10-31,2015-06-17
3232,63,2941,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,2017-04-15,1998-12-17
3233,50,1663,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2017-02-08,2011-03-16
3234,12,1552,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-08-13,2005-12-07
3235,43,1318,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2017-12-23,1993-04-12
3236,62,310,FALSE,Approved,Solex,Standard,medium,medium,478.16,298.72,2017-12-22,2015-04-11
3237,69,1895,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-08-30,1992-10-02
3238,67,1351,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,2017-03-23,1996-04-05
3239,44,209,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2017-07-13,1999-12-04
3240,95,3347,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2017-08-17,2015-08-10
3241,66,3087,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2017-05-23,2010-11-05
3242,20,1607,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2017-10-14,1991-08-05
3243,35,2777,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,2017-09-18,2011-03-16
3244,91,1814,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,2017-08-21,1999-07-26
3245,20,1457,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2017-07-12,1993-10-02
3246,69,407,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2017-10-15,1997-01-25
3247,89,1417,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2017-04-05,2011-05-09
3248,17,3146,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,2017-06-22,2010-11-05
3249,25,695,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2017-08-13,2012-04-10
3250,11,2952,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2017-07-06,1993-05-26
3251,68,3159,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2017-12-05,2010-08-20
3252,96,3343,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2017-06-12,2002-10-10
3253,53,169,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-01-21,1994-09-09
3254,75,1000,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2017-12-30,2006-05-22
3255,64,1449,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2017-05-02,2011-08-24
3256,6,1239,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2017-01-02,2014-03-03
3257,76,3142,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2017-12-18,2014-10-10
3258,64,1052,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2017-08-15,2011-08-24
3259,88,3375,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2017-01-05,1996-11-09
3260,0,3168,TRUE,Approved,Nio Cycles,Standard,"","",1202.34,556.0469512,2017-02-24,2004-08-17
3261,46,3170,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,2017-08-30,2007-12-11
3262,84,1946,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2017-03-14,2004-12-18
3263,66,649,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2017-11-05,2016-12-06
3264,50,2500,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2017-12-07,2010-06-07
3265,93,3249,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-10-01,1991-11-07
3266,48,1396,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-05-17,2014-07-28
3267,80,1740,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2017-12-24,1991-07-10
3268,86,2861,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-09-29,1993-04-20
3269,71,2379,TRUE,Approved,Solex,Standard,high,large,1842.92,1105.75,2017-06-18,2014-10-10
3270,70,380,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2017-08-05,2015-04-11
3271,77,1599,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2017-10-31,2011-01-10
3272,5,944,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-01-05,2011-08-29
3273,0,1731,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,2017-10-25,1991-11-10
3274,56,1084,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2017-11-18,1997-10-04
3275,72,2718,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-01-12,2010-11-05
3276,82,516,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2017-11-01,2015-08-10
3277,3,3015,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-04-21,1993-05-26
3278,92,2093,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2017-04-22,1991-01-21
3279,72,887,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-10-14,2015-10-18
3280,72,1752,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2017-05-27,2016-12-06
3281,5,340,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-05-22,1991-11-07
3282,66,681,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2017-07-16,2002-08-31
3283,83,299,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,2017-03-14,2004-12-18
3284,52,3266,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2017-10-20,1993-07-20
3285,91,1508,TRUE,Approved,Solex,Standard,medium,medium,100.35,75.26,2017-10-30,2003-01-05
3286,83,2527,TRUE,Approved,Solex,Touring,medium,large,2083.94,675.03,2017-03-21,2013-09-16
3287,8,3114,TRUE,Cancelled,Solex,Road,medium,small,1703.52,1516.13,2017-12-27,2004-08-17
3288,66,3432,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2017-07-22,2010-11-05
3289,14,3045,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2017-09-08,2009-03-08
3290,32,1012,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,2017-03-06,1999-07-26
3291,24,1628,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,2017-08-19,2012-05-18
3292,67,3335,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-12-27,2005-10-22
3293,69,3200,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-08-11,1992-10-02
3294,4,608,TRUE,Approved,Solex,Standard,medium,medium,1483.2,99.59,2017-07-14,1998-12-17
3295,19,86,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-11-28,2004-08-17
3296,62,1567,TRUE,Approved,Solex,Standard,medium,medium,478.16,298.72,2017-03-14,1993-06-23
3297,59,423,FALSE,Approved,Solex,Standard,medium,large,1061.56,733.58,2017-05-22,1993-07-20
3298,65,729,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2017-05-30,2016-02-04
3299,34,2187,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2017-03-21,2003-03-18
3300,99,2817,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,2017-02-03,1991-05-06
3301,89,148,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2017-05-21,1999-07-26
3302,94,1032,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2017-07-24,2004-01-16
3303,57,1773,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2017-01-27,1998-12-17
3304,0,2621,TRUE,Approved,Solex,Standard,medium,large,202.62,151.96,2017-11-01,2016-03-29
3305,46,427,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,2017-07-06,2001-11-25
3306,90,1687,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-12-20,2003-01-05
3307,57,2007,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2017-08-02,2011-08-24
3308,29,760,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2017-07-02,1992-10-11
3309,59,260,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2017-11-20,2003-09-10
3310,50,1639,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-11-30,1997-10-04
3311,65,3406,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2017-05-09,2010-11-05
3312,9,930,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2017-04-29,2005-12-07
3313,3,1266,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-04-17,2005-05-10
3314,1,143,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2017-12-17,2012-12-02
3315,89,399,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2017-04-22,2016-03-29
3316,58,723,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-12-15,1993-07-20
3317,80,2045,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2017-11-05,2012-05-18
3318,24,2418,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,2017-01-01,1999-06-23
3319,69,3256,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-08-25,1992-10-02
3320,77,3380,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2017-09-09,2006-10-01
3321,41,2114,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2017-12-16,2005-12-07
3322,64,960,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2017-04-16,2010-11-05
3323,0,3418,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2017-09-10,2015-06-17
3324,2,2991,TRUE,Approved,Solex,Standard,medium,medium,71.49,53.62,2017-10-16,2012-12-02
3325,54,2804,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2017-07-08,1993-06-23
3326,99,1340,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-10-04,2006-10-01
3327,96,874,FALSE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2017-05-31,2002-10-10
3328,74,583,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2017-09-29,2000-05-22
3329,26,692,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2017-09-02,1993-05-26
3330,23,3251,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-03-14,2002-10-10
3331,86,665,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-09-29,2004-08-07
3332,34,1662,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-03-29,2004-08-17
3333,94,2183,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2017-06-11,2016-03-29
3334,36,171,TRUE,Approved,Solex,Standard,low,medium,945.04,507.58,2017-12-12,2011-08-29
3335,34,739,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2017-12-27,2003-03-18
3336,31,1490,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-07-12,2003-03-18
3337,45,1066,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2017-07-17,2004-09-28
3338,82,1974,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2017-06-05,2004-08-07
3339,0,2189,FALSE,Approved,OHM Cycles,Road,high,large,12.01,7.21,2017-06-04,2009-03-08
3340,46,400,TRUE,Approved,Solex,Standard,low,medium,1289.85,74.51,2017-08-18,2007-12-11
3341,61,1117,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2017-03-02,2015-06-17
3342,67,41,FALSE,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-08-03,2005-10-22
3343,39,2680,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2017-04-29,1993-04-12
3344,32,330,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,2017-09-14,1993-10-02
3345,5,3269,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-08-19,2011-08-29
3346,28,1092,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2017-03-04,1991-08-05
3347,19,2987,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-05-09,1997-08-25
3348,38,1926,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-05-02,2011-04-16
3349,23,2747,FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-12-12,1993-10-02
3350,73,2999,TRUE,Approved,Solex,Standard,medium,medium,1945.43,333.18,2017-03-13,1997-01-25
3351,94,1387,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2017-05-29,2016-03-29
3352,72,550,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2017-12-11,2016-12-06
3353,29,86,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-11-08,2000-11-03
3354,67,2794,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-12-25,2002-08-31
3355,54,3264,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2017-06-19,2015-10-18
3356,0,2459,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-07-26,2004-08-07
3357,57,2648,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2017-01-07,1991-01-21
3358,79,1582,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2017-06-21,2003-09-09
3359,47,2501,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-02-03,2012-06-04
3360,21,3128,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2017-06-08,2016-07-09
3361,99,2096,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2017-08-20,2006-10-01
3362,50,1023,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-08-27,2015-10-18
3363,33,2853,TRUE,Approved,OHM Cycles,Road,medium,small,1810,1610.9,2017-04-09,2008-03-19
3364,24,3138,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,2017-02-03,1993-05-26
3365,61,1919,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2017-08-19,1992-10-02
3366,37,1153,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2017-01-10,1997-05-10
3367,89,1290,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2017-10-16,2008-03-19
3368,93,1913,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-02-09,1991-05-06
3369,60,2339,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2017-05-21,2012-05-18
3370,0,1798,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2017-12-17,1991-08-05
3371,67,1685,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-12-05,2005-10-22
3372,84,2056,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-04-29,1992-10-02
3373,74,2101,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2017-06-13,1999-12-04
3374,35,3441,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2017-08-14,2016-11-14
3375,85,3484,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2017-09-19,2011-03-16
3376,16,1809,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2017-07-23,1996-11-09
3377,10,2928,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2017-07-02,2014-03-03
3378,49,1748,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2017-10-23,2003-02-16
3379,88,1967,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-10-04,2003-01-05
3380,22,1942,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,2017-12-14,2013-03-12
3381,87,3181,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2017-12-21,2010-08-20
3382,72,1422,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2017-04-08,2006-05-22
3383,14,1999,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2017-12-27,1993-07-15
3384,29,295,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2017-04-11,1995-12-19
3385,61,1014,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2017-08-15,2015-06-17
3386,4,1375,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2017-07-07,2003-03-18
3387,23,497,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-08-04,1991-08-05
3388,67,1286,FALSE,Approved,Solex,Standard,medium,large,1071.23,380.74,2017-06-09,1993-07-15
3389,3,934,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-10-08,2011-05-07
3390,78,2982,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-07-11,2004-08-07
3391,28,350,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2017-12-26,1991-11-10
3392,17,710,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2017-01-28,2016-03-29
3393,48,2100,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-09-26,2014-07-28
3394,21,1194,TRUE,Approved,Solex,Standard,medium,large,1071.23,380.74,2017-05-12,1996-04-05
3395,92,2584,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2017-11-22,1991-01-21
3396,40,3288,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2017-07-07,2003-07-21
3397,22,2687,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,2017-11-14,2016-02-04
3398,51,1809,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2017-11-20,1993-07-20
3399,98,1250,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2017-10-21,2004-01-16
3400,43,1611,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2017-02-25,2004-08-07
3401,77,2442,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2017-08-28,2015-08-02
3402,8,2726,FALSE,Approved,Solex,Road,medium,small,1703.52,1516.13,2017-10-08,2011-04-16
3403,68,3201,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2017-12-09,1992-10-02
3404,11,1685,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-05-10,2007-08-04
3405,69,1259,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-11-19,1992-10-02
3406,25,3365,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2017-02-03,2016-02-04
3407,5,1103,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2017-01-09,2014-03-03
3408,85,3377,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2017-06-16,2004-08-07
3409,0,52,TRUE,Approved,Nio Cycles,Standard,"","",326.86,556.0469512,2017-03-11,2004-08-17
3410,24,556,FALSE,Approved,Solex,Road,medium,large,1777.8,820.78,2017-08-14,2011-05-07
3411,20,387,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2017-08-30,2010-05-05
3412,39,3106,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2017-05-01,2008-03-19
3413,62,197,FALSE,Approved,Solex,Standard,high,medium,1024.66,614.8,2017-09-13,1996-11-09
3414,1,2816,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2017-12-22,2012-12-02
3415,18,458,TRUE,Approved,Solex,Standard,medium,medium,575.27,431.45,2017-02-28,1993-07-15
3416,97,2602,TRUE,Approved,Solex,Standard,medium,large,202.62,151.96,2017-08-25,2016-03-29
3417,70,35,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,2017-03-30,2011-01-10
3418,24,1376,TRUE,Approved,Solex,Road,medium,large,1777.8,820.78,2017-08-14,2016-11-22
3419,91,1007,FALSE,Approved,Solex,Standard,medium,medium,100.35,75.26,2017-10-17,1999-07-26
3420,50,1161,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-12-13,2003-02-16
3421,0,2553,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2017-03-17,1993-05-26
3422,82,1074,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2017-07-27,2006-11-10
3423,49,2155,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2017-07-28,2012-06-04
3424,36,1572,FALSE,Approved,Solex,Standard,low,medium,1289.85,74.51,2017-05-21,2011-04-16
3425,31,2100,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-02-27,2006-11-10
3426,50,3477,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2017-10-27,2001-11-25
3427,43,1959,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2017-02-16,2006-10-01
3428,14,1177,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2017-09-16,2013-03-12
3429,68,1889,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2017-06-22,2010-08-20
3430,98,482,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2017-02-11,2004-01-16
3431,74,2374,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2017-03-04,2000-05-22
3432,7,907,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2017-01-28,1995-12-19
3433,45,378,FALSE,Approved,Solex,Standard,medium,medium,441.49,84.99,2017-08-09,1993-04-12
3434,56,1019,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2017-10-07,1991-01-21
3435,58,197,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2017-12-03,2001-11-25
3436,7,3165,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2017-08-15,2004-08-17
3437,81,3152,FALSE,Approved,Solex,Standard,medium,medium,1151.96,649.49,2017-12-19,2006-10-01
3438,31,2994,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-02-22,2011-03-16
3439,7,586,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2017-10-01,2004-09-28
3440,67,1767,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-04-04,2006-05-22
3441,11,2138,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2017-04-24,2010-05-05
3442,27,1398,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,2017-05-24,2003-02-16
3443,0,1640,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,2017-01-27,2011-05-07
3444,72,2624,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2017-12-03,2004-07-25
3445,86,1412,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-08-22,2005-05-10
3446,83,3146,FALSE,Approved,Solex,Touring,medium,large,2083.94,675.03,2017-03-07,2010-05-05
3447,0,2603,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2017-02-24,2006-11-10
3448,40,3285,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-06-17,2006-02-02
3449,68,2929,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2017-11-27,2010-08-20
